state,state fips,county,county code,commodity,data item,domain category,value
US TOTAL,99,,,BROCCOLI,BROCCOLI - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",144
US TOTAL,99,,,BROCCOLI,BROCCOLI - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",35
US TOTAL,99,,,BROCCOLI,BROCCOLI - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",61
US TOTAL,99,,,BROCCOLI,BROCCOLI - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)",46
US TOTAL,99,,,BROCCOLI,BROCCOLI - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)",73
US TOTAL,99,,,BROCCOLI,BROCCOLI - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)",52
US TOTAL,99,,,BROCCOLI,BROCCOLI - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (500 TO 749 ACRES)",25
US TOTAL,99,,,BROCCOLI,BROCCOLI - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (750 TO 999 ACRES)",11
US TOTAL,99,,,BROCCOLI,BROCCOLI - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (1,000 OR MORE ACRES)",40
US TOTAL,99,,,BROCCOLI,BROCCOLI - ACRES HARVESTED,,"135,185"
US TOTAL,99,,,BROCCOLI,BROCCOLI - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)","1,204"
US TOTAL,99,,,BROCCOLI,BROCCOLI - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)","1,587"
US TOTAL,99,,,BROCCOLI,BROCCOLI - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)","1,117"
US TOTAL,99,,,BROCCOLI,BROCCOLI - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",621
US TOTAL,99,,,BROCCOLI,BROCCOLI - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)","2,120"
US TOTAL,99,,,BROCCOLI,BROCCOLI - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)","3,322"
US TOTAL,99,,,BROCCOLI,BROCCOLI - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)","12,092"
US TOTAL,99,,,BROCCOLI,BROCCOLI - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)","17,358"
US TOTAL,99,,,BROCCOLI,BROCCOLI - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (500 TO 749 ACRES)","14,537"
US TOTAL,99,,,BROCCOLI,BROCCOLI - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (750 TO 999 ACRES)","9,533"
US TOTAL,99,,,BROCCOLI,BROCCOLI - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (1,000 OR MORE ACRES)","71,694"
US TOTAL,99,,,BROCCOLI,"BROCCOLI, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",,"7,609"
US TOTAL,99,,,BROCCOLI,"BROCCOLI, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)","6,232"
US TOTAL,99,,,BROCCOLI,"BROCCOLI, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",908
US TOTAL,99,,,BROCCOLI,"BROCCOLI, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",141
US TOTAL,99,,,BROCCOLI,"BROCCOLI, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",30
US TOTAL,99,,,BROCCOLI,"BROCCOLI, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",59
US TOTAL,99,,,BROCCOLI,"BROCCOLI, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)",41
US TOTAL,99,,,BROCCOLI,"BROCCOLI, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)",71
US TOTAL,99,,,BROCCOLI,"BROCCOLI, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)",51
US TOTAL,99,,,BROCCOLI,"BROCCOLI, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (500 TO 749 ACRES)",25
US TOTAL,99,,,BROCCOLI,"BROCCOLI, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (750 TO 999 ACRES)",11
US TOTAL,99,,,BROCCOLI,"BROCCOLI, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1,000 OR MORE ACRES)",40
US TOTAL,99,,,BROCCOLI,"BROCCOLI, FRESH MARKET - ACRES HARVESTED",,"132,694"
US TOTAL,99,,,BROCCOLI,"BROCCOLI, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)","1,173"
US TOTAL,99,,,BROCCOLI,"BROCCOLI, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)","1,568"
US TOTAL,99,,,BROCCOLI,"BROCCOLI, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)","1,088"
US TOTAL,99,,,BROCCOLI,"BROCCOLI, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",526
US TOTAL,99,,,BROCCOLI,"BROCCOLI, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",(D)
US TOTAL,99,,,BROCCOLI,"BROCCOLI, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)","2,925"
US TOTAL,99,,,BROCCOLI,"BROCCOLI, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)","11,647"
US TOTAL,99,,,BROCCOLI,"BROCCOLI, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)",(D)
US TOTAL,99,,,BROCCOLI,"BROCCOLI, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (500 TO 749 ACRES)",(D)
US TOTAL,99,,,BROCCOLI,"BROCCOLI, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (750 TO 999 ACRES)","9,533"
US TOTAL,99,,,BROCCOLI,"BROCCOLI, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1,000 OR MORE ACRES)",(D)
US TOTAL,99,,,BROCCOLI,"BROCCOLI, PROCESSING - OPERATIONS WITH AREA HARVESTED",,289
US TOTAL,99,,,BROCCOLI,"BROCCOLI, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)",242
US TOTAL,99,,,BROCCOLI,"BROCCOLI, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",20
US TOTAL,99,,,BROCCOLI,"BROCCOLI, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",6
US TOTAL,99,,,BROCCOLI,"BROCCOLI, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",5
US TOTAL,99,,,BROCCOLI,"BROCCOLI, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",2
US TOTAL,99,,,BROCCOLI,"BROCCOLI, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)",5
US TOTAL,99,,,BROCCOLI,"BROCCOLI, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)",3
US TOTAL,99,,,BROCCOLI,"BROCCOLI, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)",2
US TOTAL,99,,,BROCCOLI,"BROCCOLI, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (500 TO 749 ACRES)",2
US TOTAL,99,,,BROCCOLI,"BROCCOLI, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1,000 OR MORE ACRES)",2
US TOTAL,99,,,BROCCOLI,"BROCCOLI, PROCESSING - ACRES HARVESTED",,"2,490"
US TOTAL,99,,,BROCCOLI,"BROCCOLI, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)",31
US TOTAL,99,,,BROCCOLI,"BROCCOLI, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",19
US TOTAL,99,,,BROCCOLI,"BROCCOLI, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",29
US TOTAL,99,,,BROCCOLI,"BROCCOLI, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",95
US TOTAL,99,,,BROCCOLI,"BROCCOLI, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",(D)
US TOTAL,99,,,BROCCOLI,"BROCCOLI, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)",397
US TOTAL,99,,,BROCCOLI,"BROCCOLI, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)",445
US TOTAL,99,,,BROCCOLI,"BROCCOLI, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)",(D)
US TOTAL,99,,,BROCCOLI,"BROCCOLI, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (500 TO 749 ACRES)",(D)
US TOTAL,99,,,BROCCOLI,"BROCCOLI, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1,000 OR MORE ACRES)",(D)
US TOTAL,99,,,BRUSSELS SPROUTS,BRUSSELS SPROUTS - OPERATIONS WITH AREA HARVESTED,,"2,541"
US TOTAL,99,,,BRUSSELS SPROUTS,BRUSSELS SPROUTS - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)","2,261"
US TOTAL,99,,,BRUSSELS SPROUTS,BRUSSELS SPROUTS - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",218
US TOTAL,99,,,BRUSSELS SPROUTS,BRUSSELS SPROUTS - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",19
US TOTAL,99,,,BRUSSELS SPROUTS,BRUSSELS SPROUTS - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",7
US TOTAL,99,,,BRUSSELS SPROUTS,BRUSSELS SPROUTS - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",9
US TOTAL,99,,,BRUSSELS SPROUTS,BRUSSELS SPROUTS - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)",7
US TOTAL,99,,,BRUSSELS SPROUTS,BRUSSELS SPROUTS - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (100 OR MORE ACRES)",20
US TOTAL,99,,,BRUSSELS SPROUTS,BRUSSELS SPROUTS - ACRES HARVESTED,,"9,445"
US TOTAL,99,,,BRUSSELS SPROUTS,BRUSSELS SPROUTS - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)",401
US TOTAL,99,,,BRUSSELS SPROUTS,BRUSSELS SPROUTS - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",321
US TOTAL,99,,,BRUSSELS SPROUTS,BRUSSELS SPROUTS - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",139
US TOTAL,99,,,BRUSSELS SPROUTS,BRUSSELS SPROUTS - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",139
US TOTAL,99,,,BRUSSELS SPROUTS,BRUSSELS SPROUTS - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",312
US TOTAL,99,,,BRUSSELS SPROUTS,BRUSSELS SPROUTS - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)",450
US TOTAL,99,,,BRUSSELS SPROUTS,BRUSSELS SPROUTS - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (100 OR MORE ACRES)","7,684"
US TOTAL,99,,,BRUSSELS SPROUTS,"BRUSSELS SPROUTS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",,"2,486"
US TOTAL,99,,,BRUSSELS SPROUTS,"BRUSSELS SPROUTS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)","2,210"
US TOTAL,99,,,BRUSSELS SPROUTS,"BRUSSELS SPROUTS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",218
US TOTAL,99,,,BRUSSELS SPROUTS,"BRUSSELS SPROUTS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",17
US TOTAL,99,,,BRUSSELS SPROUTS,"BRUSSELS SPROUTS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",7
US TOTAL,99,,,BRUSSELS SPROUTS,"BRUSSELS SPROUTS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",7
US TOTAL,99,,,BRUSSELS SPROUTS,"BRUSSELS SPROUTS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)",7
US TOTAL,99,,,BRUSSELS SPROUTS,"BRUSSELS SPROUTS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 OR MORE ACRES)",20
US TOTAL,99,,,BRUSSELS SPROUTS,"BRUSSELS SPROUTS, FRESH MARKET - ACRES HARVESTED",,"9,115"
US TOTAL,99,,,BRUSSELS SPROUTS,"BRUSSELS SPROUTS, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)",392
US TOTAL,99,,,BRUSSELS SPROUTS,"BRUSSELS SPROUTS, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",320
US TOTAL,99,,,BRUSSELS SPROUTS,"BRUSSELS SPROUTS, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",127
US TOTAL,99,,,BRUSSELS SPROUTS,"BRUSSELS SPROUTS, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",139
US TOTAL,99,,,BRUSSELS SPROUTS,"BRUSSELS SPROUTS, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",(D)
US TOTAL,99,,,BRUSSELS SPROUTS,"BRUSSELS SPROUTS, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)",450
US TOTAL,99,,,BRUSSELS SPROUTS,"BRUSSELS SPROUTS, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 OR MORE ACRES)",(D)
US TOTAL,99,,,BRUSSELS SPROUTS,"BRUSSELS SPROUTS, PROCESSING - OPERATIONS WITH AREA HARVESTED",,82
US TOTAL,99,,,BRUSSELS SPROUTS,"BRUSSELS SPROUTS, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)",68
US TOTAL,99,,,BRUSSELS SPROUTS,"BRUSSELS SPROUTS, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",3
US TOTAL,99,,,BRUSSELS SPROUTS,"BRUSSELS SPROUTS, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",4
US TOTAL,99,,,BRUSSELS SPROUTS,"BRUSSELS SPROUTS, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",2
US TOTAL,99,,,BRUSSELS SPROUTS,"BRUSSELS SPROUTS, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 OR MORE ACRES)",5
US TOTAL,99,,,BRUSSELS SPROUTS,"BRUSSELS SPROUTS, PROCESSING - ACRES HARVESTED",,331
US TOTAL,99,,,BRUSSELS SPROUTS,"BRUSSELS SPROUTS, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)",9
US TOTAL,99,,,BRUSSELS SPROUTS,"BRUSSELS SPROUTS, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",1
US TOTAL,99,,,BRUSSELS SPROUTS,"BRUSSELS SPROUTS, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",12
US TOTAL,99,,,BRUSSELS SPROUTS,"BRUSSELS SPROUTS, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",(D)
US TOTAL,99,,,BRUSSELS SPROUTS,"BRUSSELS SPROUTS, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 OR MORE ACRES)",(D)
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE - OPERATIONS WITH AREA HARVESTED",,"3,520"
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)","3,100"
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",274
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",62
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",16
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",20
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)",21
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 OR MORE ACRES)",27
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE - ACRES HARVESTED",,"10,049"
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)",511
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",482
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",482
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",273
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",706
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)","1,298"
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 OR MORE ACRES)","6,296"
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",,"3,448"
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)","3,042"
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",270
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",56
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",16
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",19
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)",19
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 OR MORE ACRES)",26
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE, FRESH MARKET - ACRES HARVESTED",,"9,237"
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)",498
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",464
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",415
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",273
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",631
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)",(D)
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 OR MORE ACRES)",(D)
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE, PROCESSING - OPERATIONS WITH AREA HARVESTED",,126
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)",97
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",12
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",11
