state,state fips,county,county code,commodity,data item,domain category,value
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",3
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)",2
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 OR MORE ACRES)",1
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE, PROCESSING - ACRES HARVESTED",,812
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)",13
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",18
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",68
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",75
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)",(D)
US TOTAL,99,,,CABBAGE,"CABBAGE, CHINESE, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 OR MORE ACRES)",(D)
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD - OPERATIONS WITH AREA HARVESTED",,"8,708"
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)","6,896"
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)","1,173"
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",232
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",72
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",80
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)",80
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)",97
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)",46
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (500 OR MORE ACRES)",32
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD - ACRES HARVESTED",,"72,296"
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)","1,330"
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)","1,979"
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)","1,889"
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)","1,324"
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)","2,609"
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)","5,339"
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)","15,544"
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)","15,826"
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (500 OR MORE ACRES)","26,457"
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",,"8,356"
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)","6,619"
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)","1,142"
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",225
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",71
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",71
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)",73
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)",83
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)",41
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (500 OR MORE ACRES)",31
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, FRESH MARKET - ACRES HARVESTED",,"63,180"
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)",(D)
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)","1,908"
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)","1,795"
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",(D)
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)","2,228"
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)","4,720"
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)","13,084"
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)","13,359"
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (500 OR MORE ACRES)","23,517"
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, PROCESSING - OPERATIONS WITH AREA HARVESTED",,480
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)",348
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",59
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",13
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",2
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",12
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)",12
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)",16
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)",9
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (500 OR MORE ACRES)",9
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, PROCESSING - ACRES HARVESTED",,"9,116"
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)",(D)
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",71
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",94
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",(D)
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",381
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)",619
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)","2,460"
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)","2,467"
US TOTAL,99,,,CABBAGE,"CABBAGE, HEAD, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (500 OR MORE ACRES)","2,940"
US TOTAL,99,,,CABBAGE,"CABBAGE, MUSTARD - OPERATIONS WITH AREA HARVESTED",,659
US TOTAL,99,,,CABBAGE,"CABBAGE, MUSTARD - ACRES HARVESTED",,"1,153"
US TOTAL,99,,,CABBAGE,"CABBAGE, MUSTARD, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",,659
US TOTAL,99,,,CABBAGE,"CABBAGE, MUSTARD, FRESH MARKET - ACRES HARVESTED",,"1,153"
US TOTAL,99,,,MELONS,"MELONS, CANTALOUP - OPERATIONS WITH AREA HARVESTED",,"8,596"
US TOTAL,99,,,MELONS,"MELONS, CANTALOUP - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)","6,007"
US TOTAL,99,,,MELONS,"MELONS, CANTALOUP - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)","1,870"
US TOTAL,99,,,MELONS,"MELONS, CANTALOUP - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",423
US TOTAL,99,,,MELONS,"MELONS, CANTALOUP - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",71
US TOTAL,99,,,MELONS,"MELONS, CANTALOUP - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",67
US TOTAL,99,,,MELONS,"MELONS, CANTALOUP - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)",38
US TOTAL,99,,,MELONS,"MELONS, CANTALOUP - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)",62
US TOTAL,99,,,MELONS,"MELONS, CANTALOUP - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)",34
US TOTAL,99,,,MELONS,"MELONS, CANTALOUP - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (500 OR MORE ACRES)",24
US TOTAL,99,,,MELONS,"MELONS, CANTALOUP - ACRES HARVESTED",,"71,436"
US TOTAL,99,,,MELONS,"MELONS, CANTALOUP - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)","1,429"
US TOTAL,99,,,MELONS,"MELONS, CANTALOUP - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)","3,610"
US TOTAL,99,,,MELONS,"MELONS, CANTALOUP - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)","3,197"
US TOTAL,99,,,MELONS,"MELONS, CANTALOUP - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)","1,312"
US TOTAL,99,,,MELONS,"MELONS, CANTALOUP - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)","2,245"
US TOTAL,99,,,MELONS,"MELONS, CANTALOUP - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)","2,668"
US TOTAL,99,,,MELONS,"MELONS, CANTALOUP - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)","9,430"
US TOTAL,99,,,MELONS,"MELONS, CANTALOUP - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)","11,859"
US TOTAL,99,,,MELONS,"MELONS, CANTALOUP - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (500 OR MORE ACRES)","35,686"
US TOTAL,99,,,MELONS,"MELONS, CANTALOUP, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",,"8,448"
US TOTAL,99,,,MELONS,"MELONS, CANTALOUP, FRESH MARKET - ACRES HARVESTED",,"71,201"
US TOTAL,99,,,MELONS,"MELONS, CANTALOUP, PROCESSING - OPERATIONS WITH AREA HARVESTED",,226
US TOTAL,99,,,MELONS,"MELONS, CANTALOUP, PROCESSING - ACRES HARVESTED",,235
US TOTAL,99,,,CARROTS,CARROTS - OPERATIONS WITH AREA HARVESTED,,"8,471"
US TOTAL,99,,,CARROTS,CARROTS - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)","7,489"
US TOTAL,99,,,CARROTS,CARROTS - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",591
US TOTAL,99,,,CARROTS,CARROTS - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",99
US TOTAL,99,,,CARROTS,CARROTS - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",27
US TOTAL,99,,,CARROTS,CARROTS - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",45
US TOTAL,99,,,CARROTS,CARROTS - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)",54
US TOTAL,99,,,CARROTS,CARROTS - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)",76
US TOTAL,99,,,CARROTS,CARROTS - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)",52
US TOTAL,99,,,CARROTS,CARROTS - OPERATIONS WITH AREA HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (500 OR MORE ACRES)",38
US TOTAL,99,,,CARROTS,CARROTS - ACRES HARVESTED,,"96,443"
US TOTAL,99,,,CARROTS,CARROTS - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)","1,309"
US TOTAL,99,,,CARROTS,CARROTS - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",984
US TOTAL,99,,,CARROTS,CARROTS - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",776
US TOTAL,99,,,CARROTS,CARROTS - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",499
US TOTAL,99,,,CARROTS,CARROTS - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)","1,492"
US TOTAL,99,,,CARROTS,CARROTS - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)","3,880"
US TOTAL,99,,,CARROTS,CARROTS - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)","12,584"
US TOTAL,99,,,CARROTS,CARROTS - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)","18,716"
US TOTAL,99,,,CARROTS,CARROTS - ACRES HARVESTED,"AREA HARVESTED, FRESH MARKET & PROCESSING: (500 OR MORE ACRES)","56,202"
US TOTAL,99,,,CARROTS,"CARROTS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",,"8,106"
US TOTAL,99,,,CARROTS,"CARROTS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)","7,226"
US TOTAL,99,,,CARROTS,"CARROTS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",587
US TOTAL,99,,,CARROTS,"CARROTS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",88
US TOTAL,99,,,CARROTS,"CARROTS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",21
US TOTAL,99,,,CARROTS,"CARROTS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",25
US TOTAL,99,,,CARROTS,"CARROTS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)",34
US TOTAL,99,,,CARROTS,"CARROTS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)",58
US TOTAL,99,,,CARROTS,"CARROTS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)",36
US TOTAL,99,,,CARROTS,"CARROTS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (500 OR MORE ACRES)",31
US TOTAL,99,,,CARROTS,"CARROTS, FRESH MARKET - ACRES HARVESTED",,"74,513"
US TOTAL,99,,,CARROTS,"CARROTS, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)","1,265"
US TOTAL,99,,,CARROTS,"CARROTS, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",969
US TOTAL,99,,,CARROTS,"CARROTS, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",660
US TOTAL,99,,,CARROTS,"CARROTS, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",359
US TOTAL,99,,,CARROTS,"CARROTS, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",737
US TOTAL,99,,,CARROTS,"CARROTS, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)","2,494"
US TOTAL,99,,,CARROTS,"CARROTS, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)","9,052"
US TOTAL,99,,,CARROTS,"CARROTS, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)","12,753"
US TOTAL,99,,,CARROTS,"CARROTS, FRESH MARKET - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (500 OR MORE ACRES)","46,222"
US TOTAL,99,,,CARROTS,"CARROTS, PROCESSING - OPERATIONS WITH AREA HARVESTED",,459
US TOTAL,99,,,CARROTS,"CARROTS, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)",322
US TOTAL,99,,,CARROTS,"CARROTS, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",20
US TOTAL,99,,,CARROTS,"CARROTS, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",15
US TOTAL,99,,,CARROTS,"CARROTS, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",7
US TOTAL,99,,,CARROTS,"CARROTS, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",22
US TOTAL,99,,,CARROTS,"CARROTS, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)",20
US TOTAL,99,,,CARROTS,"CARROTS, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)",24
US TOTAL,99,,,CARROTS,"CARROTS, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)",18
US TOTAL,99,,,CARROTS,"CARROTS, PROCESSING - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (500 OR MORE ACRES)",11
US TOTAL,99,,,CARROTS,"CARROTS, PROCESSING - ACRES HARVESTED",,"21,930"
US TOTAL,99,,,CARROTS,"CARROTS, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (0.1 TO 0.9 ACRES)",44
US TOTAL,99,,,CARROTS,"CARROTS, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (1.0 TO 4.9 ACRES)",15
US TOTAL,99,,,CARROTS,"CARROTS, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (5.0 TO 14.9 ACRES)",116
US TOTAL,99,,,CARROTS,"CARROTS, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (15.0 TO 24.9 ACRES)",139
US TOTAL,99,,,CARROTS,"CARROTS, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (25.0 TO 49.9 ACRES)",755
US TOTAL,99,,,CARROTS,"CARROTS, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (50.0 TO 99.9 ACRES)","1,386"
US TOTAL,99,,,CARROTS,"CARROTS, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (100 TO 249 ACRES)","3,532"
US TOTAL,99,,,CARROTS,"CARROTS, PROCESSING - ACRES HARVESTED","AREA HARVESTED, FRESH MARKET & PROCESSING: (250 TO 499 ACRES)","5,963"
